date,y2,y5,y10,y30,2s5s_spread,2s5s_z,5s10s_spread,5s10s_z,10s30s_spread,10s30s_z
1979-12-21,13.944577,14.173772,13.965733,,22.919558,1.288951,-20.803889,0.304391,,
1979-12-24,13.937278,14.168342,13.966906,,23.106311,1.255232,-20.143537,0.341754,,
1979-12-27,14.007135,14.158609,13.939109,,15.147432,0.753749,-21.949975,0.314220,,
1979-12-28,13.980847,14.145856,13.910761,,16.500875,0.805604,-23.509487,0.294128,,
1979-12-31,14.336344,14.314521,13.915503,,-2.182374,-0.306359,-39.901751,-0.132906,,
1980-01-02,14.702504,14.533614,14.003320,,-16.888981,-1.171836,-53.029373,-0.477099,,
1980-01-03,14.583029,14.577178,14.092827,,-0.585124,-0.212441,-48.435124,-0.319215,,
1980-01-04,14.282974,14.291746,13.911402,,0.877198,-0.146653,-38.034370,0.013125,,
1980-01-07,14.355106,14.369555,13.900648,,1.444911,-0.140296,-46.890719,-0.225571,,
1980-01-08,14.253381,14.328621,13.842850,,7.523971,0.195485,-48.577156,-0.251189,,
1980-01-09,14.292144,14.330604,13.822536,,3.846022,-0.079549,-50.806806,-0.293346,,
1980-01-10,14.105236,14.257453,13.719697,,15.221698,0.664108,-53.775640,-0.362919,,
1980-01-11,14.014118,14.100516,13.412506,,8.639735,0.179193,-68.800948,-0.842228,,
1980-01-14,13.960548,13.961421,13.238240,,0.087305,-0.435148,-72.318086,-0.936206,,
1980-01-15,13.940154,14.053147,13.376105,,11.299332,0.353849,-67.704158,-0.750115,,
1980-01-16,13.941206,13.963209,13.239416,,2.200343,-0.286900,-72.379308,-0.896816,,
1980-01-17,14.018797,14.016213,13.282465,,-0.258460,-0.458059,-73.374797,-0.911879,,
1980-01-18,13.822585,13.890329,13.309854,,6.774457,0.034914,-58.047548,-0.298134,,
1980-01-21,13.855496,13.726509,13.006696,,-12.898730,-1.359770,-71.981233,-0.827857,,
1980-01-22,14.015269,13.896640,13.156613,,-11.862953,-1.294046,-74.002633,-0.892228,,
1980-01-23,13.917397,13.850615,13.184391,,-6.678155,-1.007915,-66.622399,-0.551157,,
1980-01-24,14.001189,13.988957,13.380205,,-1.223204,-0.675401,-60.875219,-0.278107,,
1980-01-25,14.084214,14.075611,13.508974,,-0.860268,-0.675628,-56.663758,-0.061884,,
1980-01-28,14.089658,14.099240,13.528860,,0.958146,-0.573388,-57.037994,-0.047739,,
1980-01-29,14.038071,14.056696,13.500911,,1.862517,-0.517645,-55.578549,0.057927,,
1980-01-30,14.033637,14.038900,13.479635,,0.526276,-0.642986,-55.926508,0.081740,,
1980-01-31,14.342798,14.205464,13.544214,,-13.733369,-1.897703,-66.125024,-0.413074,,
1980-02-01,14.700027,14.387485,13.709830,,-31.254269,-3.342694,-67.765462,-0.475245,,
1980-02-04,14.897373,14.581396,13.800242,,-31.597698,-3.080395,-78.115344,-0.998002,,
1980-02-05,15.036854,14.635070,13.832289,,-40.178379,-3.483058,-80.278107,-1.079747,,
1980-02-06,14.938270,14.663811,13.922964,,-27.445854,-2.278422,-74.084696,-0.721345,,
1980-02-07,14.687888,14.541416,13.774699,,-14.647164,-1.327581,-76.671740,-0.832224,,
1980-02-08,14.599993,14.393795,13.650622,,-20.619758,-1.671472,-74.317265,-0.681981,,
1980-02-11,14.807755,14.480667,13.609323,,-32.708776,-2.360152,-87.134376,-1.330841,,
